ottol_name.id,ottol_name.uid,ottol_name.accepted_uid,ottol_name.parent_uid,ottol_name.name,ottol_name.unique_name
3989784,45753,45752,<NULL>,Acantharia,Acantharia
4773044,4068533,4068533,581435,Acantharia,Acantharia
2563455,661145,661145,706441,Achelous,Achelous
4481428,4668740,4668740,169205,Acheloüs,Acheloüs
2784316,2813136,2813136,166706,Achnanthes plönensis,Achnanthes plönensis
2784518,2813338,2813338,166706,Achnanthes plonensis,Achnanthes plonensis
1759954,1012152,1012152,601077,Acontias lineatus,Acontias lineatus
4091019,1012153,1012152,<NULL>,Acontias lineatus,Acontias lineatus
2504524,541094,541094,1012152,Acontias lineatus grayi,Acontias lineatus grayi
4093552,541095,541094,<NULL>,Acontias lineatus grayi,Acontias lineatus grayi
2504525,541098,541098,1012152,Acontias lineatus lineatus,Acontias lineatus lineatus
4093551,541099,541098,<NULL>,Acontias lineatus lineatus,Acontias lineatus lineatus
1759952,996434,996434,601077,Acontias litoralis,Acontias litoralis
4091020,996435,996434,<NULL>,Acontias litoralis,Acontias litoralis
3084315,3113186,3113186,40172,Acraea kukenthali,Acraea kukenthali
3084438,3113309,3113309,40172,Acraea kükenthali,Acraea kükenthali
3989773,765123,765121,<NULL>,Acrasia,Acrasia
4181085,4280541,4280541,968124,Acrasia,Acrasia
3322775,3351668,3351668,395484,Acritus muhlei,Acritus muhlei
3322792,3351685,3351685,395484,Acritus mühlei,Acritus mühlei
2756132,1048137,1048137,712401,Acropora lutkeni,Acropora lutkeni
3646004,3674967,3674967,712401,Acropora lütkeni,Acropora lütkeni
3071600,3100470,3100470,969380,Actias sjoqvisti,Actias sjoqvisti
3071614,3100484,3100484,969380,Actias sjöqvisti,Actias sjöqvisti
4092222,1060990,1060989,<NULL>,Aedes burgeri,Aedes burgeri
4637984,4477497,4477497,269669,Aedes bürgeri,Aedes bürgeri
3791299,3820366,3820366,737448,Agaricus hemisoodes,Agaricus hemisoodes
3793066,3822134,3822134,737448,Agaricus hemisoödes,Agaricus hemisoödes
4023749,1039832,1039831,<NULL>,Aglaospora,Aglaospora
4783949,4079448,4079448,1039834,Aglaospora,Aglaospora
2344325,221930,221930,541635,Aiphanes,Aiphanes
3920039,3949276,3949276,526437,Aïphanes,Aïphanes
4079959,348697,348696,<NULL>,Aleoides,Aleoides
4392678,4550484,4550484,678079,Aleoides,Aleoides
2572650,679987,679987,781603,Allium noeanum,Allium noeanum
3964681,3994034,3994034,781603,Allium noëanum,Allium noëanum
4092350,195294,195293,<NULL>,Alloclusia,Alloclusia
4271528,4394948,4394948,230909,Alloclusia,Alloclusia
3154647,3183520,3183520,539861,Amata uelleburgensis,Amata uelleburgensis
3154769,3183642,3183642,539861,Amata uëlleburgensis,Amata uëlleburgensis
3080095,3108966,3108966,451928,Amathusia schönbergi,Amathusia schönbergi
3080125,3108996,3108996,451928,Amathusia schonbergi,Amathusia schonbergi
4092353,923501,923500,<NULL>,Amuroclusia,Amuroclusia
4271526,4394946,4394946,230909,Amuroclusia,Amuroclusia
4096048,922208,922207,<NULL>,Anacamptodes,Anacamptodes
4174101,4271682,4271682,968124,Anacamptodes,Anacamptodes
3287897,3316788,3316788,3316196,Anicetus eous,Anicetus eous
3289301,3318193,3318193,3316196,Anicetus eöus,Anicetus eöus
4079872,434118,434117,<NULL>,Anoecidae,Anoecidae
4136780,4225588,4225588,603650,Anoecidae,Anoecidae
4048931,113496,113495,<NULL>,Anoetidae,Anoetidae
4503654,4699063,4699063,511967,Anoetidae,Anoetidae
2954150,2982990,2982990,726755,Anonyx eous,Anonyx eous
2954167,2983007,2983007,726755,Anonyx eöus,Anonyx eöus
4334957,4476215,4476215,793190,Anopheles bustamentei,Anopheles bustamentei
4334976,4476234,4476234,793190,Anopheles bustamentéi,Anopheles bustamentéi
4056475,798672,798670,<NULL>,Anthenantia,Anthenantia
4526238,4731614,4731614,508090,Anthenantia,Anthenantia
4092349,312889,312888,<NULL>,Antichaeta,Antichaeta
4273341,4397257,4397257,130147,Antichaeta,Antichaeta
3772055,3801111,3801111,48329,Antrodia hippophaes,Antrodia hippophaes
3772087,3801143,3801143,48329,Antrodia hippophaës,Antrodia hippophaës
4084206,484730,484729,<NULL>,Apechoneura,Apechoneura
4400217,4560606,4560606,769762,Apechoneura,Apechoneura
4082318,980974,980973,<NULL>,Aphoenops,Aphoenops
4423967,4591890,4591890,413454,Aphoenops,Aphoenops
4179827,4278914,4278914,4278850,Apicia oberthuri,Apicia oberthuri
4179864,4278959,4278959,4278850,Apicia oberthüri,Apicia oberthüri
2387774,309336,309336,4136992,Apogon cathetogrammus,Apogon cathetogrammus
4109031,309340,309336,<NULL>,Apogon cathetogrammus,Apogon cathetogrammus
3106403,3135274,3135274,881842,Aporia oberthuri,Aporia oberthuri
3106455,3135326,3135326,881842,Aporia oberthüri,Aporia oberthüri
3890095,3919244,3919244,301502,Archidendron künstleri,Archidendron künstleri
3890102,3919251,3919251,301502,Archidendron kunstleri,Archidendron kunstleri
2470116,472696,472696,4727310,Arctanthemum arcticum,Arctanthemum arcticum
4073584,472697,472696,<NULL>,Arctanthemum arcticum,Arctanthemum arcticum
2839275,2868109,2868109,331557,Argonauta bottgeri,Argonauta bottgeri
2839279,2868113,2868113,331557,Argonauta böttgeri,Argonauta böttgeri
2726953,989945,989945,376122,Armillaria jezoensis,Armillaria jezoensis
3803175,3832244,3832244,376122,Armillaria jezoënsis,Armillaria jezoënsis
2957893,2986733,2986733,227563,Arrhis lütkeni,Arrhis lütkeni
2957894,2986734,2986734,227563,Arrhis lutkeni,Arrhis lutkeni
2640260,816890,816890,816889,Artedidraco lonnbergi,Artedidraco lonnbergi
3606454,3635407,3635407,816889,Artedidraco lönnbergi,Artedidraco lönnbergi
4175475,4273388,4273388,4273386,Artemidora alphérakyi,Artemidora alphérakyi
4175478,4273391,4273391,4273386,Artemidora alpherakyi,Artemidora alpherakyi
3590149,3619094,3619094,968551,Arthroleptis lonnbergi,Arthroleptis lonnbergi
3590151,3619096,3619096,968551,Arthroleptis lönnbergi,Arthroleptis lönnbergi
2710850,958192,958192,723278,Aseroe,Aseroe
4804766,4100306,4100306,595719,Aseroë,Aseroë
126380,343484,343484,958192,Aseroe arachnoidea,Aseroe arachnoidea
4804772,4100312,4100312,4100306,Aseroë arachnoidea,Aseroë arachnoidea
1923503,1039043,1039043,958192,Aseroe rubra,Aseroe rubra
4804778,4100318,4100318,4100306,Aseroë rubra,Aseroë rubra
4881909,4177573,4177573,4177571,Asiadodis yunnanensis,Asiadodis yunnanensis
4881910,4177574,4177574,4177571,Asiadodis yünnanensis,Asiadodis yünnanensis
2664594,865795,865795,865790,Aspicilia simoensis,Aspicilia simoensis
3754156,3783200,3783200,865790,Aspicilia simoënsis,Aspicilia simoënsis
3680324,3709307,3709307,154168,Asteridiella entebbeënsis,Asteridiella entebbeënsis
3680835,3709818,3709818,154168,Asteridiella entebbeensis,Asteridiella entebbeensis
4018266,166667,166666,<NULL>,Asterothyriaceae,Asterothyriaceae
4772106,4067595,4067595,655799,Asterothyriaceae,Asterothyriaceae
848887,420291,420291,420292,Astrocystis cocoes,Astrocystis cocoes
3665410,3694385,3694385,420292,Astrocystis cocoës,Astrocystis cocoës
4058300,465226,465225,<NULL>,Audycoptidae,Audycoptidae
4577897,4698488,4698488,511967,Audycoptidae,Audycoptidae
2935916,2964755,2964755,427838,Aurila buhyüi,Aurila buhyüi
2935927,2964766,2964766,427838,Aurila buhyui,Aurila buhyui
3156066,3184940,3184940,1081440,Automolis haematoëssa,Automolis haematoëssa
3157683,3186557,3186557,1081440,Automolis haematoessa,Automolis haematoessa
4024066,614530,614529,<NULL>,Aviculariidae,Aviculariidae
4705479,4695987,4695987,614523,Aviculariidae,Aviculariidae
2593955,722761,722761,826546,Babesia sp. 'venatorum',Babesia sp. 'venatorum'
3999597,722762,722761,<NULL>,Babesia sp. 'venatorum',Babesia sp. 'venatorum'
549096,306623,306623,90708,Balansia epichloe,Balansia epichloe
3671580,3700557,3700557,90708,Balansia epichloë,Balansia epichloë
2469595,471718,471718,570649,Beroe,Beroe
3655249,3684215,3684215,570649,Beröe,Beröe
4165823,4261293,4261293,4261284,Bertula saigonensis,Bertula saigonensis
4165841,4261312,4261312,4261284,Bertula saïgonensis,Bertula saïgonensis
828904,892381,892381,317791,Beta,Beta
1617406,892381,892381,317791,Beta,Beta
2438556,410020,410020,505295,Bionectria epichloe,Bionectria epichloe
3674025,3703003,3703003,505295,Bionectria epichloë,Bionectria epichloë
1895969,40721,40721,432347,Bipolaris cynodontis,Bipolaris cynodontis
4110690,40722,40721,<NULL>,Bipolaris cynodontis,Bipolaris cynodontis
2263953,61100,61100,432347,Bipolaris microlaenae,Bipolaris microlaenae
4036315,61101,61100,<NULL>,Bipolaris microlaenae,Bipolaris microlaenae
2457919,448808,448808,432347,Bipolaris oryzae,Bipolaris oryzae
4110682,448809,448808,<NULL>,Bipolaris oryzae,Bipolaris oryzae
554899,204741,204741,432347,Bipolaris sorokiniana,Bipolaris sorokiniana
4110684,204742,204741,<NULL>,Bipolaris sorokiniana,Bipolaris sorokiniana
2073855,779625,779625,432347,Bipolaris victoriae,Bipolaris victoriae
4036303,779626,779625,<NULL>,Bipolaris victoriae,Bipolaris victoriae
2436613,406098,406098,432347,Bipolaris zeicola,Bipolaris zeicola
4110683,406099,406098,<NULL>,Bipolaris zeicola,Bipolaris zeicola
4096049,830520,830519,<NULL>,Boarmia,Boarmia
4181663,4281236,4281236,968124,Boarmia,Boarmia
3993125,763038,763037,<NULL>,Bonordeniella,Bonordeniella
4767074,4062526,4062526,537959,Bonordeniella,Bonordeniella
2568388,671315,671315,764194,Boophis burgeri,Boophis burgeri
3589121,3618053,3618053,750471,Boophis bürgeri,Boophis bürgeri
2623124,781135,781135,121428,Botryocladia monoica,Botryocladia monoica
3983715,4013096,4013096,121428,Botryocladia monoïca,Botryocladia monoïca
2742681,1021301,1021301,181795,Brahmaea tancrei,Brahmaea tancrei
3073158,3102028,3102028,181795,Brahmaea tancréi,Brahmaea tancréi
1133275,102083,102083,102086,Brasiella argentata,Brasiella argentata
4086317,102084,102083,<NULL>,Brasiella argentata,Brasiella argentata
1235878,102095,102095,102086,Brasiella hemichrysea,Brasiella hemichrysea
4086315,102096,102095,<NULL>,Brasiella hemichrysea,Brasiella hemichrysea
3995234,747363,747361,<NULL>,Brownia,Brownia
4698458,4613957,4613957,865249,Brownia,Brownia
2395314,324109,324109,883497,Calandrinia ciliata var. menziesii,Calandrinia ciliata var. menziesii
4034437,179630,179628,<NULL>,Calandrinia ciliata var. menziesii,Calandrinia ciliata var. menziesii
3096852,3125723,3125723,96972,Calephelis burgeri,Calephelis burgeri
3096864,3125735,3125735,96972,Calephelis bürgeri,Calephelis bürgeri
3075037,3103907,3103907,401862,Caligo oberthurii,Caligo oberthurii
3075038,3103908,3103908,401862,Caligo oberthürii,Caligo oberthürii
4079873,506302,506300,<NULL>,Callaphididae,Callaphididae
4134067,4222362,4222362,603650,Callaphididae,Callaphididae
1708226,818557,818557,987814,Callithomia alexirrhoe,Callithomia alexirrhoe
3089826,3118697,3118697,987814,Callithomia alexirrhoë,Callithomia alexirrhoë
3156703,3185577,3185577,3184161,Callitomis mjöbergi,Callitomis mjöbergi
3161400,3190274,3190274,3184161,Callitomis mjobergi,Callitomis mjobergi
3749437,3778480,3778480,792562,Caloplaca tornoensis,Caloplaca tornoensis
3749560,3778603,3778603,792562,Caloplaca tornoënsis,Caloplaca tornoënsis
4023520,682352,682351,<NULL>,Canomaculina,Canomaculina
4768097,4063552,4063552,305904,Canomaculina,Canomaculina
2902317,2931156,2931156,572517,Carinina burgeri,Carinina burgeri
2902318,2931157,2931157,572517,Carinina bürgeri,Carinina bürgeri
1527111,1025442,1025442,3944776,Caroxylon abarghuense,Caroxylon abarghuense
4026302,1025443,1025442,<NULL>,Caroxylon abarghuense,Caroxylon abarghuense
1130910,1030561,1030561,3944776,Caroxylon araneosum,Caroxylon araneosum
4026300,1030562,1030561,<NULL>,Caroxylon araneosum,Caroxylon araneosum
271392,1025451,1025451,3944776,Caroxylon carpathum,Caroxylon carpathum
4026301,1025452,1025451,<NULL>,Caroxylon carpathum,Caroxylon carpathum
1056465,1025455,1025455,3944776,Caroxylon chorassanicum,Caroxylon chorassanicum
4026304,1025456,1025455,<NULL>,Caroxylon chorassanicum,Caroxylon chorassanicum
755409,696141,696141,3944776,Caroxylon vermiculatum,Caroxylon vermiculatum
4026295,696142,696141,<NULL>,Caroxylon vermiculatum,Caroxylon vermiculatum
4012716,543337,543336,<NULL>,Caulastrea,Caulastrea
4584863,4714877,4714877,992407,Caulastrea,Caulastrea
4669091,4547466,4547466,873367,Cenocoelius eous,Cenocoelius eous
4669095,4547470,4547470,873367,Cenocoelius eöus,Cenocoelius eöus
3999441,434621,434620,<NULL>,Cephalorhyncha,Cephalorhyncha
4873024,4168674,4168674,3583575,Cephalorhyncha,Cephalorhyncha
3028625,3057466,3057466,240448,Cerace lemée-pauli,Cerace lemée-pauli
3030604,3059445,3059445,240448,Cerace lemee-pauli,Cerace lemee-pauli
4015865,595378,595377,<NULL>,Cerebella,Cerebella
4785843,4081344,4081344,699905,Cerebella,Cerebella
4092356,484714,484713,<NULL>,Chaetodiopsis,Chaetodiopsis
4612850,4425937,4425937,648351,Chaetodiopsis,Chaetodiopsis
307750,144829,144829,940033,Chenia leptophylla,Chenia leptophylla
4527678,4733915,4733915,940033,Chenia leptophylla,Chenia leptophylla
4099148,661371,661370,<NULL>,Chilasa,Chilasa
4147473,4238388,4238388,661439,Chilasa,Chilasa
1571272,651339,651339,339002,Chlorella lobophora,Chlorella lobophora
3998877,651340,651339,<NULL>,Chlorella lobophora,Chlorella lobophora
2383704,301042,301042,339002,Chlorella pulchelloides,Chlorella pulchelloides
4649792,4734267,4734267,339002,Chlorella pulchelloides,Chlorella pulchelloides
2727142,990317,990317,132568,Chlorotetraedron,Chlorotetraedron
4528309,4735042,4735042,132568,Chlorotetraëdron,Chlorotetraëdron
1673975,990316,990316,990317,Chlorotetraedron incus,Chlorotetraedron incus
4528310,4735043,4735043,4735042,Chlorotetraëdron incus,Chlorotetraëdron incus
661063,230733,230733,230746,Chondrostylis kunstleri,Chondrostylis kunstleri
3885802,3914948,3914948,230746,Chondrostylis künstleri,Chondrostylis künstleri
4023765,359502,359501,<NULL>,Chromocrea,Chromocrea
4762958,4058407,4058407,728370,Chromocrea,Chromocrea
3072105,3100975,3100975,507037,Citheronia laocoön,Citheronia laocoön
3072106,3100976,3100976,507037,Citheronia laocoon,Citheronia laocoon
4082472,494973,494972,<NULL>,Cleonis,Cleonis
4436203,4608021,4608021,865249,Cleonis,Cleonis
4110527,410021,410020,<NULL>,Clonostachys epichloe,Clonostachys epichloe
4721281,4059085,4059085,802728,Clonostachys epichloë,Clonostachys epichloë
3972790,4002161,4002161,900417,Codium guineense,Codium guineense
3972849,4002220,4002220,900417,Codium guineënse,Codium guineënse
2357611,248890,248890,980455,Coendou insidiosus,Coendou insidiosus
4088491,248891,248890,<NULL>,Coendou insidiosus,Coendou insidiosus
2707097,950500,950500,980455,Coendou melanurus,Coendou melanurus
4088493,950501,950500,<NULL>,Coendou melanurus,Coendou melanurus
2484645,502176,502176,560623,Coilia,Coilia
3599639,3628592,3628592,232621,Coïlia,Coïlia
2325789,184867,184867,115493,Colletes eous,Colletes eous
3246212,3275101,3275101,115493,Colletes eöus,Colletes eöus
3057420,3086262,3086262,118893,Colostygia püngeleri,Colostygia püngeleri
3057428,3086270,3086270,118893,Colostygia pungeleri,Colostygia pungeleri
4104730,625176,625175,<NULL>,Coniferocoris,Coniferocoris
4111553,4195272,4195272,65329,Coniferocoris,Coniferocoris
3634296,3663256,3663256,283420,Convoluta böhmigi,Convoluta böhmigi
3634310,3663270,3663270,283420,Convoluta bohmigi,Convoluta bohmigi
2458940,450882,450882,4135037,Coptodon dageti,Coptodon dageti
4110091,450883,450882,<NULL>,Coptodon dageti,Coptodon dageti
2936508,2965347,2965347,2965338,Cornucoquimba shyushuhi,Cornucoquimba shyushuhi
2937293,2966132,2966132,2965338,Cornucoquimba shyüshuhi,Cornucoquimba shyüshuhi
3057543,3086385,3086385,761575,Cosmorhoe neëlys,Cosmorhoe neëlys
3057545,3086387,3086387,761575,Cosmorhoe neelys,Cosmorhoe neelys
4075764,204418,204417,<NULL>,Cottesloe,Cottesloe
4484522,4672819,4672819,278233,Cottesloe,Cottesloe
3471887,3500790,3500790,178928,Cranaë,Cranaë
3472292,3501195,3501195,178928,Cranae,Cranae
3471888,3500791,3500791,3500790,Cranaë caprai,Cranaë caprai
3474196,3503099,3503099,3501195,Cranae caprai,Cranae caprai
3474205,3503108,3503108,3501195,Cranae emendata,Cranae emendata
3474207,3503110,3503110,3500790,Cranaë emendata,Cranaë emendata
3471886,3500789,3500789,3500790,Cranaë genjam,Cranaë genjam
3473530,3502433,3502433,3501195,Cranae genjam,Cranae genjam
3474189,3503092,3503092,3501195,Cranae glabra,Cranae glabra
3475264,3504167,3504167,3500790,Cranaë glabra,Cranaë glabra
3474197,3503100,3503100,3501195,Cranae kuekenthali,Cranae kuekenthali
3475059,3503962,3503962,3500790,Cranaë kuekenthali,Cranaë kuekenthali
3474203,3503106,3503106,3501195,Cranae longipennis,Cranae longipennis
3475806,3504709,3504709,3500790,Cranaë longipennis,Cranaë longipennis
3472302,3501205,3501205,3501195,Cranae luctuosa,Cranae luctuosa
3475812,3504715,3504715,3500790,Cranaë luctuosa,Cranaë luctuosa
3474190,3503093,3503093,3501195,Cranae manokwari,Cranae manokwari
3475815,3504718,3504718,3500790,Cranaë manokwari,Cranaë manokwari
3472301,3501204,3501204,3501195,Cranae nigroreticulata,Cranae nigroreticulata
3474788,3503691,3503691,3500790,Cranaë nigroreticulata,Cranaë nigroreticulata
3473531,3502434,3502434,3501195,Cranae patagiata,Cranae patagiata
3474201,3503104,3503104,3500790,Cranaë patagiata,Cranaë patagiata
3472299,3501202,3501202,3501195,Cranae pictipennis,Cranae pictipennis
3475811,3504714,3504714,3500790,Cranaë pictipennis,Cranaë pictipennis
3474211,3503114,3503114,3501195,Cranae rubra,Cranae rubra
3475816,3504719,3504719,3500790,Cranaë rubra,Cranaë rubra
3473529,3502432,3502432,3501195,Cranae rufipes,Cranae rufipes
3474560,3503463,3503463,3500790,Cranaë rufipes,Cranaë rufipes
3475060,3503963,3503963,3501195,Cranae tibialis,Cranae tibialis
3475062,3503965,3503965,3500790,Cranaë tibialis,Cranaë tibialis
3474210,3503113,3503113,3501195,Cranae trivittata,Cranae trivittata
3475819,3504722,3504722,3500790,Cranaë trivittata,Cranaë trivittata
3473528,3502431,3502431,3501195,Cranae unistrigata,Cranae unistrigata
3474790,3503693,3503693,3500790,Cranaë unistrigata,Cranaë unistrigata
3989706,497058,497055,<NULL>,Cryptophyceae,Cryptophyceae
4717708,4739116,4739116,497055,Cryptophyceae,Cryptophyceae
2035016,638546,638546,24474,Culter erythropterus,Culter erythropterus
4094098,638550,638546,<NULL>,Culter erythropterus,Culter erythropterus
2757292,1050447,1050447,24474,Culter ilishaeformis,Culter ilishaeformis
4094095,1050449,1050447,<NULL>,Culter ilishaeformis,Culter ilishaeformis
503085,995631,995631,838975,Curvularia cymbopogonis,Curvularia cymbopogonis
4110697,995632,995631,<NULL>,Curvularia cymbopogonis,Curvularia cymbopogonis
2249667,31622,31622,838976,Curvularia lunata CX-3,Curvularia lunata CX-3
4048715,31623,31622,<NULL>,Curvularia lunata CX-3,Curvularia lunata CX-3
2557709,649361,649361,838975,Curvularia spicifera,Curvularia spicifera
4036307,649364,649361,<NULL>,Curvularia spicifera,Curvularia spicifera
2579103,692984,692984,838975,Curvularia verruculosa,Curvularia verruculosa
4110693,692985,692984,<NULL>,Curvularia verruculosa,Curvularia verruculosa
1728642,696106,696106,696060,Cyanidiaceae,Cyanidiaceae (family in order Cyanidiales)
4529494,4737163,4737163,4737162,Cyanidiaceae,Cyanidiaceae (family in order Cyanidiales)
2276001,85502,85502,696106,Cyanidioschyzon,Cyanidioschyzon (genus in family Cyanidiaceae)
4695854,4737173,4737173,4737163,Cyanidioschyzon,Cyanidioschyzon (genus in family Cyanidiaceae)
1821911,85503,85503,85502,Cyanidioschyzon merolae,Cyanidioschyzon merolae (species in family Cyanidiaceae)
4529500,4737174,4737174,4737173,Cyanidioschyzon merolae,Cyanidioschyzon merolae (species in family Cyanidiaceae)
2410187,354210,354210,696106,Cyanidium,Cyanidium (genus in family Cyanidiaceae)
4529501,4737175,4737175,4737163,Cyanidium,Cyanidium (genus in family Cyanidiaceae)
959622,354211,354211,354210,Cyanidium caldarium,Cyanidium caldarium (species in family Cyanidiaceae)
4529502,4737176,4737176,4737175,Cyanidium caldarium,Cyanidium caldarium (species in family Cyanidiaceae)
4018312,237913,237912,<NULL>,Cyathicula,Cyathicula
4748568,4044000,4044000,880964,Cyathicula,Cyathicula
4088191,492978,492977,<NULL>,Cyclodina,Cyclodina
4828730,4124297,4124297,1091911,Cyclodina,Cyclodina
2409425,352588,352588,13254,Cyrto-hypnum,Cyrto-hypnum
3835788,3864868,3864868,13254,Cyrto-Hypnum,Cyrto-Hypnum
3830469,3859547,3859547,352588,Cyrto-hypnum arzobispoae,Cyrto-hypnum arzobispoae
3836280,3865360,3865360,3864868,Cyrto-Hypnum arzobispoae,Cyrto-Hypnum arzobispoae
3830468,3859546,3859546,352588,Cyrto-hypnum atlanticum,Cyrto-hypnum atlanticum
3836284,3865364,3865364,3864868,Cyrto-Hypnum atlanticum,Cyrto-Hypnum atlanticum
3830477,3859555,3859555,352588,Cyrto-hypnum brachythecium,Cyrto-hypnum brachythecium
3836400,3865480,3865480,3864868,Cyrto-Hypnum brachythecium,Cyrto-Hypnum brachythecium
3830467,3859545,3859545,352588,Cyrto-hypnum cylindraceum,Cyrto-hypnum cylindraceum
3836350,3865430,3865430,3864868,Cyrto-Hypnum cylindraceum,Cyrto-Hypnum cylindraceum
3830470,3859548,3859548,352588,Cyrto-hypnum espinosae,Cyrto-hypnum espinosae
3836111,3865191,3865191,3864868,Cyrto-Hypnum espinosae,Cyrto-Hypnum espinosae
3830472,3859550,3859550,352588,Cyrto-hypnum frontinoae,Cyrto-hypnum frontinoae
3836398,3865478,3865478,3864868,Cyrto-Hypnum frontinoae,Cyrto-Hypnum frontinoae
3830473,3859551,3859551,352588,Cyrto-hypnum intermedium,Cyrto-hypnum intermedium
3836315,3865395,3865395,3864868,Cyrto-Hypnum intermedium,Cyrto-Hypnum intermedium
3830479,3859557,3859557,352588,Cyrto-hypnum lepidoziaceum,Cyrto-hypnum lepidoziaceum
3836286,3865366,3865366,3864868,Cyrto-Hypnum lepidoziaceum,Cyrto-Hypnum lepidoziaceum
3830466,3859544,3859544,352588,Cyrto-hypnum pseudoinvolvens,Cyrto-hypnum pseudoinvolvens
3836285,3865365,3865365,3864868,Cyrto-Hypnum pseudoinvolvens,Cyrto-Hypnum pseudoinvolvens
3830471,3859549,3859549,352588,Cyrto-hypnum sharpii,Cyrto-hypnum sharpii
3836279,3865359,3865359,3864868,Cyrto-Hypnum sharpii,Cyrto-Hypnum sharpii
3830475,3859553,3859553,352588,Cyrto-hypnum stevensii,Cyrto-hypnum stevensii
3836399,3865479,3865479,3864868,Cyrto-Hypnum stevensii,Cyrto-Hypnum stevensii
4092354,534911,534910,<NULL>,Cyrtodiopsis,Cyrtodiopsis
4295721,4425925,4425925,648351,Cyrtodiopsis,Cyrtodiopsis
2935512,2964351,2964351,684631,Cythere yüniangae,Cythere yüniangae
2935562,2964401,2964401,684631,Cythere yuniangae,Cythere yuniangae
2935960,2964799,2964799,2964796,Cytheroma yüeri,Cytheroma yüeri
2935983,2964822,2964822,2964796,Cytheroma yueri,Cytheroma yueri
3669061,3698037,3698037,636474,Cytospora hippophaës,Cytospora hippophaës
3669315,3698291,3698291,636474,Cytospora hippophaes,Cytospora hippophaes
4092351,397582,397580,<NULL>,Czernyola,Czernyola
4271536,4394956,4394956,230909,Czernyola,Czernyola
2685525,907835,907835,1095620,Daedaleopsis tricolor,Daedaleopsis tricolor
4015091,907838,907835,<NULL>,Daedaleopsis tricolor,Daedaleopsis tricolor
3187093,3215969,3215969,585947,Dasychira plötzi,Dasychira plötzi
3187100,3215976,3215976,585947,Dasychira plotzi,Dasychira plotzi
