ottol_name.id,ottol_name.uid,ottol_name.accepted_uid,ottol_name.parent_uid,ottol_name.name,ottol_name.unique_name
3989880,16116,16113,<NULL>,Microsporida,Microsporida
4743402,4038827,4038827,16113,Microsporida,Microsporida
3156876,3185750,3185750,3184061,Monosyntaxis samoensis,Monosyntaxis samoensis
3160761,3189635,3189635,3184061,Monosyntaxis samoënsis,Monosyntaxis samoënsis
4012717,955277,955276,<NULL>,Montastrea,Montastrea
4573835,4715056,4715056,992407,Montastrea,Montastrea
2325325,183906,183906,313414,Mycoemilia,Mycoemilia
3657271,3686238,3686238,313414,Mycoëmilia,Mycoëmilia
2779282,1094627,1094627,183906,Mycoemilia scoparia,Mycoemilia scoparia
3657272,3686239,3686239,3686238,Mycoëmilia scoparia,Mycoëmilia scoparia
4347300,4492227,4492227,155023,Mycomya kuusamoensis,Mycomya kuusamoensis
4347449,4492426,4492426,155023,Mycomya kuusamoënsis,Mycomya kuusamoënsis
2161956,384871,384871,983705,Mylia anomala,Mylia anomala
4016986,384873,384871,<NULL>,Mylia anomala,Mylia anomala
1684921,3261417,166938,<NULL>,Myrmecia pyriformis,Myrmecia pyriformis
4666947,4734549,4734549,739611,Myrmecia pyriformis,Myrmecia pyriformis
4012380,595645,595644,<NULL>,Naematoloma,Naematoloma
4808631,4104182,4104182,590456,Naematoloma,Naematoloma
3675296,3704276,3704276,708149,Nais aquatica,Nais aquatica
3675297,3704277,3704277,708149,Naïs aquatica,Naïs aquatica
1563740,305451,305451,708149,Nais inornata,Nais inornata
3675298,3704278,3704278,708149,Naïs inornata,Naïs inornata
248570,909433,909433,531133,Napoleonaea imperialis,Napoleonaea imperialis
4033335,909435,909433,<NULL>,Napoleonaea imperialis,Napoleonaea imperialis
234080,333400,333400,531133,Napoleonaea leonensis,Napoleonaea leonensis
4033334,333402,333400,<NULL>,Napoleonaea leonensis,Napoleonaea leonensis
838078,531129,531129,531133,Napoleonaea vogelii,Napoleonaea vogelii
4033333,531131,531129,<NULL>,Napoleonaea vogelii,Napoleonaea vogelii
2788366,2817186,2817186,942603,Navicula sohrensis,Navicula sohrensis
2789515,2818335,2818335,942603,Navicula söhrensis,Navicula söhrensis
2933255,2962094,2962094,2962095,Neocandona yufuiia,Neocandona yufuiia
2933473,2962312,2962312,2962095,Neocandona yüfuiia,Neocandona yüfuiia
3094886,3123757,3123757,841502,Neocoenyra fülleborni,Neocoenyra fülleborni
3096112,3124983,3124983,841502,Neocoenyra fulleborni,Neocoenyra fulleborni
4746941,4042371,4042371,90674,Neocudoniella jezoënsis,Neocudoniella jezoënsis
4746942,4042372,4042372,90674,Neocudoniella jezoensis,Neocudoniella jezoensis
4023518,1007740,1007738,<NULL>,Neofuscelia,Neofuscelia
4768710,4064165,4064165,305904,Neofuscelia,Neofuscelia
3079177,3108047,3108047,841512,Neope oberthüri,Neope oberthüri
3079218,3108088,3108088,841512,Neope oberthuri,Neope oberthuri
3460494,3489397,3489397,326712,Nipponomeconema hidaense,Nipponomeconema hidaense
3462180,3491083,3491083,326712,Nipponomeconema hidaënse,Nipponomeconema hidaënse
2983437,3012277,3012277,3011980,Notogomphus rüppeli,Notogomphus rüppeli
2984109,3012949,3012949,3011980,Notogomphus ruppeli,Notogomphus ruppeli
4063446,142223,142221,<NULL>,Notopterygium,Notopterygium
4522927,4726237,4726237,372831,Notopterygium,Notopterygium
4012378,378896,378895,<NULL>,Nyctalis,Nyctalis
4809999,4105550,4105550,1048880,Nyctalis,Nyctalis
3553122,3582028,3582028,1064508,Nymphon stromii,Nymphon stromii
3553343,3582249,3582249,1064508,Nymphon strömii,Nymphon strömii
2005995,1042790,1042790,466002,Ochrolechia szatalaensis,Ochrolechia szatalaensis
3754069,3783113,3783113,466002,Ochrolechia szatalaënsis,Ochrolechia szatalaënsis
3160976,3189850,3189850,3183999,Ocnogyna oberthuri,Ocnogyna oberthuri
3161812,3190686,3190686,3183999,Ocnogyna oberthüri,Ocnogyna oberthüri
3078455,3107325,3107325,311614,Oeneis aello,Oeneis aello
3078504,3107374,3107374,311614,Oeneis aëllo,Oeneis aëllo
3351984,3380877,3380877,968359,Oïdeterus,Oïdeterus
4433064,4603866,4603866,968359,Oideterus,Oideterus
3989797,555767,555765,<NULL>,Oomycota,Oomycota
4564255,4807204,4807204,4806301,Oomycota,Oomycota
4096042,744093,744087,<NULL>,Ophiographa,Ophiographa
4511031,4280171,4280171,968124,Ophiographa,Ophiographa
2735598,1007210,1007210,214455,Oreorchis patens subsp. coreana,Oreorchis patens subsp. coreana
4035711,1007214,1007210,<NULL>,Oreorchis patens subsp. coreana,Oreorchis patens subsp. coreana
2604561,744042,744042,744036,Ornamentula paraensis,Ornamentula paraensis
2815385,2844212,2844212,744036,Ornamentula paraënsis,Ornamentula paraënsis
2387776,309348,309348,847606,Ostorhinchus angustatus,Ostorhinchus angustatus
4109034,309350,309348,<NULL>,Ostorhinchus angustatus,Ostorhinchus angustatus
2673687,883896,883896,847606,Ostorhinchus compressus,Ostorhinchus compressus
4109038,883898,883896,<NULL>,Ostorhinchus compressus,Ostorhinchus compressus
2284298,102070,102070,847606,Ostorhinchus cookii,Ostorhinchus cookii
4109027,102074,102070,<NULL>,Ostorhinchus cookii,Ostorhinchus cookii
2552151,638185,638185,847606,Ostorhinchus cyanosoma,Ostorhinchus cyanosoma
4109044,638187,638185,<NULL>,Ostorhinchus cyanosoma,Ostorhinchus cyanosoma
2471609,475644,475644,847606,Ostorhinchus flagelliferus,Ostorhinchus flagelliferus
4109021,475646,475644,<NULL>,Ostorhinchus flagelliferus,Ostorhinchus flagelliferus
2471608,475640,475640,847606,Ostorhinchus holotaenia,Ostorhinchus holotaenia
4109022,475642,475640,<NULL>,Ostorhinchus holotaenia,Ostorhinchus holotaenia
1926691,169691,169691,847606,Ostorhinchus luteus,Ostorhinchus luteus
4109024,169693,169691,<NULL>,Ostorhinchus luteus,Ostorhinchus luteus
981836,740266,740266,847606,Ostorhinchus nigrofasciatus,Ostorhinchus nigrofasciatus
4109046,740268,740266,<NULL>,Ostorhinchus nigrofasciatus,Ostorhinchus nigrofasciatus
2412761,359179,359179,847606,Ostorhinchus novemfasciatus,Ostorhinchus novemfasciatus
4109035,359181,359179,<NULL>,Ostorhinchus novemfasciatus,Ostorhinchus novemfasciatus
2552150,638181,638181,847606,Ostorhinchus properuptus,Ostorhinchus properuptus
4109042,638183,638181,<NULL>,Ostorhinchus properuptus,Ostorhinchus properuptus
2412762,359183,359183,847606,Ostorhinchus quadrifasciatus,Ostorhinchus quadrifasciatus
4109037,359185,359183,<NULL>,Ostorhinchus quadrifasciatus,Ostorhinchus quadrifasciatus
489801,747778,747778,931271,Oxychloe,Oxychloe
1456160,3965007,3965007,931271,Oxychloë,Oxychloë
489802,747770,747770,747778,Oxychloe andina,Oxychloe andina
3935729,3965008,3965008,3965007,Oxychloë andina,Oxychloë andina
489810,714584,714584,747778,Oxychloe bisexualis,Oxychloe bisexualis
3935730,3965011,3965011,3965007,Oxychloë bisexualis,Oxychloë bisexualis
913670,3965010,3965010,3965007,Oxychloë castellanosii,Oxychloë castellanosii
2009772,469193,469193,747778,Oxychloe castellanosii,Oxychloe castellanosii
913664,3965009,3965009,3965007,Oxychloë haumaniana,Oxychloë haumaniana
1125820,469190,469190,747778,Oxychloe haumaniana,Oxychloe haumaniana
3553496,3582402,3582402,248707,Pallenopsis vanhöffeni,Pallenopsis vanhöffeni
3553562,3582468,3582468,248707,Pallenopsis vanhoffeni,Pallenopsis vanhoffeni
2522448,577697,577697,28239,Pandalus eous,Pandalus eous
4479242,4665843,4665843,28239,Pandalus eöus,Pandalus eöus
4092352,923503,923500,<NULL>,Paraclusia,Paraclusia
4271579,4395008,4395008,230909,Paraclusia,Paraclusia
4098325,606767,606766,<NULL>,Parallelomma,Parallelomma
4246057,4362438,4362438,184523,Parallelomma,Parallelomma
4023517,1007741,1007738,<NULL>,Paraparmelia,Paraparmelia
4768660,4064115,4064115,305904,Paraparmelia,Paraparmelia
3148388,3177261,3177261,4328,Parasemia stotzneri,Parasemia stotzneri
3148459,3177332,3177332,4328,Parasemia stötzneri,Parasemia stötzneri
2550297,634256,634256,969668,Parepichloe,Parepichloe
4763505,4058954,4058954,969668,Parepichloë,Parepichloë
1875340,634258,634258,634256,Parepichloe cinerea,Parepichloe cinerea
4763506,4058955,4058955,4058954,Parepichloë cinerea,Parepichloë cinerea
2550298,634261,634261,634256,Parepichloe cynodontis,Parepichloe cynodontis
4763507,4058956,4058956,4058954,Parepichloë cynodontis,Parepichloë cynodontis
3738996,3768035,3768035,682351,Parmotrema tsavoense,Parmotrema tsavoense
3739179,3768219,3768219,682351,Parmotrema tsavoënse,Parmotrema tsavoënse
3187887,3216763,3216763,3216699,Parocneria tölgi,Parocneria tölgi
3189455,3218331,3218331,3216699,Parocneria tolgi,Parocneria tolgi
4096058,341579,341578,<NULL>,Pechipogo,Pechipogo
4160693,4254936,4254936,742352,Pechipogo,Pechipogo
2324349,182171,182171,556320,Pechuel-loeschea,Pechuel-loeschea
4524244,4728215,4728215,46248,Pechuel-Loeschea,Pechuel-Loeschea
3183291,3212167,3212167,541842,Peridea oberthüri,Peridea oberthüri
3183305,3212181,3212181,541842,Peridea oberthuri,Peridea oberthuri
2790392,2819212,2819212,881588,Perissonoe,Perissonoe
2790398,2819218,2819218,881588,Perissonoë,Perissonoë
3990851,16126,16124,<NULL>,Peritrichida,Peritrichida
4734582,4029992,4029992,16119,Peritrichida,Peritrichida
2292921,119683,119683,443192,Pestalotiopsis aloes,Pestalotiopsis aloes
3663612,3692587,3692587,443192,Pestalotiopsis aloës,Pestalotiopsis aloës
2803464,2832291,2832291,241778,Phacus lefevrei,Phacus lefevrei
2803557,2832384,2832384,241778,Phacus lefèvrei,Phacus lefèvrei
4095667,1011020,1011017,<NULL>,Phaenicia,Phaenicia
4267371,4389661,4389661,1011003,Phaenicia,Phaenicia
2459679,452467,452467,969837,Phaethontidae,Phaethontidae
3575912,3604836,3604836,81461,Phaëthontidae,Phaëthontidae
539697,3975997,3975997,995670,Phalaenopsis künstleri,Phalaenopsis künstleri
2716728,969673,969673,995670,Phalaenopsis kunstleri,Phalaenopsis kunstleri
3779074,3808136,3808136,994522,Phellinus jezoensis,Phellinus jezoensis
3779186,3808248,3808248,994522,Phellinus jezoënsis,Phellinus jezoënsis
3155567,3184441,3184441,3184442,Phryganopteryx saalmülleri,Phryganopteryx saalmülleri
3160974,3189848,3189848,3184442,Phryganopteryx saalmulleri,Phryganopteryx saalmulleri
2337159,207347,207347,948466,Phyllophora pseudoceranoides,Phyllophora pseudoceranoides
3984593,4013974,4013974,948466,Phyllophora pseudoceranoïdes,Phyllophora pseudoceranoïdes
3999334,212401,212400,<NULL>,Piromonas,Piromonas
4744069,4039496,4039496,506248,Piromonas,Piromonas
2472942,478361,478361,985636,Poa ammophila,Poa ammophila
4075672,478362,478361,<NULL>,Poa ammophila,Poa ammophila
4025168,881389,881387,<NULL>,Podostemales,Podostemales
4525764,4730601,4730601,431495,Podostemales,Podostemales
4103495,623250,623249,<NULL>,Polistomimetes,Polistomimetes
4602978,4404414,4404414,34898,Polistomimetes,Polistomimetes
3485744,3514647,3514647,3514382,Polylepiscus bürgeri,Polylepiscus bürgeri
3485984,3514887,3514887,3514382,Polylepiscus burgeri,Polylepiscus burgeri
3230637,3259524,3259524,1033133,Polyrhachis aërope,Polyrhachis aërope
3230894,3259781,3259781,1033133,Polyrhachis aerope,Polyrhachis aerope
984230,262730,262730,959991,Polyscias samoensis,Polyscias samoensis
1924459,262730,262730,959991,Polyscias samoensis,Polyscias samoensis
636929,101657,101657,101650,Pomatocalpa kunstleri,Pomatocalpa kunstleri
3946612,3975910,3975910,101650,Pomatocalpa künstleri,Pomatocalpa künstleri
2932687,2961526,2961526,563186,Pontocypris chununae,Pontocypris chununae
2932700,2961539,2961539,563186,Pontocypris chunünae,Pontocypris chunünae
2641766,819936,819936,530178,Populus glandulosa,Populus glandulosa
4062704,819937,819936,<NULL>,Populus glandulosa,Populus glandulosa
2963931,2992771,2992771,84743,Porcellio kuhnelti,Porcellio kuhnelti
2964044,2992884,2992884,84743,Porcellio kühnelti,Porcellio kühnelti
4155705,4248809,4248809,4248770,Porphyrinia guenéei,Porphyrinia guenéei
4370889,4248982,4248982,4248770,Porphyrinia gueneei,Porphyrinia gueneei
3159641,3188515,3188515,3188516,Praemastus cymothoë,Praemastus cymothoë
3161278,3190152,3190152,3188516,Praemastus cymothoe,Praemastus cymothoe
3989874,850428,850425,<NULL>,Prasinophyta,Prasinophyta
4529507,4737182,4737182,361838,Prasinophyta,Prasinophyta
2387780,309365,309365,847605,Pristicon trimaculatus,Pristicon trimaculatus
4109015,309367,309365,<NULL>,Pristicon trimaculatus,Pristicon trimaculatus
4437512,4609854,4609854,865249,Proeces,Proeces
4441417,4615029,4615029,865249,Proëces,Proëces
4011319,287094,287093,<NULL>,Protopalythoa,Protopalythoa
4514547,4714321,4714321,287090,Protopalythoa,Protopalythoa
3989709,151017,151014,<NULL>,Prymnesiophyceae,Prymnesiophyceae
4728223,4023612,4023612,151014,Prymnesiophyceae,Prymnesiophyceae
4096056,719153,719152,<NULL>,Pseudaletia,Pseudaletia
4159161,4253032,4253032,742352,Pseudaletia,Pseudaletia
2249258,30753,30753,542088,Pseuderimerus burgeri,Pseuderimerus burgeri
4375181,4527883,4527883,542088,Pseuderimerus bürgeri,Pseuderimerus bürgeri
4824970,4120535,4120535,4120533,Pseudohaje goldii,Pseudohaje goldii
4824971,4120536,4120536,4120533,Pseudohaje göldii,Pseudohaje göldii
2928025,2956864,2956864,1002727,Pseudoothrix,Pseudoothrix
4508747,4706292,4706292,632179,Pseudoöthrix,Pseudoöthrix
3040928,3069769,3069769,1076855,Pseudopanthera oberthuri,Pseudopanthera oberthuri
3040941,3069782,3069782,1076855,Pseudopanthera oberthüri,Pseudopanthera oberthüri
4077704,364551,364550,<NULL>,Pseudorana,Pseudorana
4838042,4133636,4133636,364560,Pseudorana,Pseudorana
4096053,233923,233922,<NULL>,Pseudoseptis,Pseudoseptis
4363299,4247372,4247372,742352,Pseudoseptis,Pseudoseptis
2583890,702481,702481,555809,Psychoda grisescens,Psychoda grisescens
4086113,702483,702481,<NULL>,Psychoda grisescens,Psychoda grisescens
2600846,736520,736520,555809,Psychoda lativentris,Psychoda lativentris
4086112,736521,736520,<NULL>,Psychoda lativentris,Psychoda lativentris
4079960,832739,832737,<NULL>,Ptesimogastroides,Ptesimogastroides
4391736,4549229,4549229,678079,Ptesimogastroides,Ptesimogastroides
3813144,3842213,3842213,665703,Puccinia hypoëstis,Puccinia hypoëstis
3813621,3842691,3842691,665703,Puccinia hypoestis,Puccinia hypoestis
3736461,3765500,3765500,423868,Pyxine cocoes,Pyxine cocoes
3736541,3765580,3765580,423868,Pyxine cocoës,Pyxine cocoës
552277,3796125,3796125,1013070,Radulidium epichloës,Radulidium epichloës
2738530,1013079,1013079,1013070,Radulidium epichloes,Radulidium epichloes
3993276,69133,69130,<NULL>,Reticulowoodruffiidae,Reticulowoodruffiidae
4734960,4030370,4030370,1091381,Reticulowoodruffiidae,Reticulowoodruffiidae
3633723,3662683,3662683,3662658,Sabazius brattströmi,Sabazius brattströmi
3633774,3662734,3662734,3662658,Sabazius brattstromi,Sabazius brattstromi
2538568,610369,610369,358826,Salmonella enterica subsp. enterica serovar Typhimurium str. DT104,Salmonella enterica subsp. enterica serovar Typhimurium str. DT104
4011953,610371,610369,<NULL>,Salmonella enterica subsp. enterica serovar Typhimurium str. DT104,Salmonella enterica subsp. enterica serovar Typhimurium str. DT104
3077844,3106714,3106714,54890,Satyrus pungeleri,Satyrus pungeleri
3078137,3107007,3107007,54890,Satyrus püngeleri,Satyrus püngeleri
4348058,4244122,4244122,4244111,Scalmicauda hosemanni,Scalmicauda hosemanni
4348178,4244147,4244147,4244111,Scalmicauda hösemanni,Scalmicauda hösemanni
616394,576141,576141,576139,Scaphochlamys kunstleri,Scaphochlamys kunstleri
3917554,3946780,3946780,576139,Scaphochlamys künstleri,Scaphochlamys künstleri
3991177,895914,895912,<NULL>,Schneideria,Schneideria
4591993,4722119,4722119,691846,Schneideria,Schneideria
2262748,58919,58919,79118,Sciuro-hypnum,Sciuro-hypnum
4527596,4733780,4733780,79118,Sciuro-Hypnum,Sciuro-Hypnum
3650949,3679913,3679913,809373,Sclerobelemnon burgeri,Sclerobelemnon burgeri
3650955,3679919,3679919,809373,Sclerobelemnon bürgeri,Sclerobelemnon bürgeri
3050667,3079509,3079509,679080,Scopula sjostedti,Scopula sjostedti
3050699,3079541,3079541,679080,Scopula sjöstedti,Scopula sjöstedti
4096089,839665,839662,<NULL>,Scotia,Scotia
4857802,4153426,4153426,445195,Scotia,Scotia
4150875,4242732,4242732,4242731,Sidisca hypochloe,Sidisca hypochloe
4150876,4242733,4242733,4242731,Sidisca hypochloë,Sidisca hypochloë
2384968,303701,303701,266158,Simulium burgeri,Simulium burgeri
4321795,4459396,4459396,20678,Simulium bürgeri,Simulium bürgeri
1001690,3869960,3869960,1020645,Solanum quitoënse,Solanum quitoënse
1746381,835548,835548,1020645,Solanum quitoense,Solanum quitoense
2361944,257588,257588,491983,Solenostoma obovatum,Solenostoma obovatum
4016983,257590,257588,<NULL>,Solenostoma obovatum,Solenostoma obovatum
252905,190785,190785,190784,Solfia samoensis,Solfia samoensis
705840,190785,190785,190784,Solfia samoensis,Solfia samoensis
2464292,461458,461458,25289,Solms-laubachia,Solms-laubachia
3904140,3933321,3933321,309271,Solms-Laubachia,Solms-Laubachia
2596725,728144,728144,461458,Solms-laubachia pulcherrima,Solms-laubachia pulcherrima
3904139,3933320,3933320,3933321,Solms-Laubachia pulcherrima,Solms-Laubachia pulcherrima
3990624,578647,578646,<NULL>,Spermosira,Spermosira
4529202,4736707,4736707,361838,Spermosira,Spermosira
3040097,3068938,3068938,706939,Sphacelodes haïtiaria,Sphacelodes haïtiaria
3040101,3068942,3068942,706939,Sphacelodes haitiaria,Sphacelodes haitiaria
3999333,212398,212397,<NULL>,Sphaeromonas,Sphaeromonas
4744078,4039505,4039505,506248,Sphaeromonas,Sphaeromonas
4088193,1066420,1066419,<NULL>,Sphenops,Sphenops
4828561,4124128,4124128,1091911,Sphenops,Sphenops
3063723,3092565,3092565,283216,Sphinx oberthüri,Sphinx oberthüri
3063780,3092622,3092622,283216,Sphinx oberthuri,Sphinx oberthuri
4023761,175512,175511,<NULL>,Spicellum,Spicellum
4764540,4059990,4059990,728371,Spicellum,Spicellum
2331776,196819,196819,1002725,spinocalanus angusticeps,spinocalanus angusticeps
2927825,2956664,2956664,1002725,Spinocalanus angusticeps,Spinocalanus angusticeps
2459747,452587,452587,1002725,spinocalanus spinosus,spinocalanus spinosus
2927834,2956673,2956673,1002725,Spinocalanus spinosus,Spinocalanus spinosus
4012713,17610,17609,<NULL>,Spongodes,Spongodes
4513928,4713441,4713441,17608,Spongodes,Spongodes
4079874,1007987,1007985,<NULL>,Steatococcus,Steatococcus
4895511,4191194,4191194,564674,Steatococcus,Steatococcus
4088173,619480,619479,<NULL>,Stenophis,Stenophis
4826748,4122315,4122315,764400,Stenophis,Stenophis
960678,1057618,1057618,655907,Stichopathes lutkeni,Stichopathes lutkeni
4514308,4713986,4713986,655907,Stichopathes lütkeni,Stichopathes lütkeni
4035659,202034,202032,<NULL>,Stictophyllum,Stictophyllum
4627815,4742841,4742841,878953,Stictophyllum,Stictophyllum
4054018,61362,61360,<NULL>,Sulaimania,Sulaimania
4501656,4696253,4696253,4696116,Sulaimania,Sulaimania
2829693,2858527,2858527,312966,Sunetta meroe,Sunetta meroe
2829694,2858528,2858528,312966,Sunetta meroë,Sunetta meroë
4159415,4253335,4253335,4253333,Syfania oberthüri,Syfania oberthüri
4159417,4253337,4253337,4253333,Syfania oberthuri,Syfania oberthuri
4624695,4451190,4451190,555816,Tabanus bürgeri,Tabanus bürgeri
4625334,4452575,4452575,555816,Tabanus burgeri,Tabanus burgeri
4018311,30121,30120,<NULL>,Tapesia,Tapesia
4746350,4041780,4041780,832035,Tapesia,Tapesia
2512305,556741,556741,613423,Terpsinoe,Terpsinoe
2790716,2819536,2819536,613423,Terpsinoë,Terpsinoë
2790707,2819527,2819527,556741,Terpsinoe americana,Terpsinoe americana
2790728,2819548,2819548,2819536,Terpsinoë americana,Terpsinoë americana
2512304,556739,556739,556741,Terpsinoe musica,Terpsinoe musica
2790715,2819535,2819535,2819536,Terpsinoë musica,Terpsinoë musica
3989780,1069665,1069662,<NULL>,Tetracilia,Tetracilia
4629117,4801741,4801741,4796809,Tetracilia,Tetracilia
4015857,163530,163529,<NULL>,Thelotremataceae,Thelotremataceae
4772156,4067645,4067645,655799,Thelotremataceae,Thelotremataceae
3360634,3389528,3389528,968359,Themistonoë,Themistonoë
3360638,3389532,3389532,968359,Themistonoe,Themistonoe
3360636,3389530,3389530,3389528,Themistonoë cacica,Themistonoë cacica
3360637,3389531,3389531,3389532,Themistonoe cacica,Themistonoe cacica
2395263,324024,324024,700368,Thismia aseroe,Thismia aseroe
3939517,3968805,3968805,700368,Thismia aseroë,Thismia aseroë
1875273,219424,219424,652328,Tilletia buchloeana,Tilletia buchloeana
3810879,3839948,3839948,652328,Tilletia buchloëana,Tilletia buchloëana
3364806,3393700,3393700,968359,Tithoes,Tithoes
3377299,3406195,3406195,968359,Tithoës,Tithoës
3375592,3404487,3404487,3393700,Tithoes confinis,Tithoes confinis
3377303,3406199,3406199,3406195,Tithoës confinis,Tithoës confinis
3371425,3400320,3400320,3393700,Tithoes longipennis,Tithoes longipennis
3377302,3406198,3406198,3406195,Tithoës longipennis,Tithoës longipennis
3364808,3393702,3393702,3393700,Tithoes maculatus,Tithoes maculatus
3377298,3406194,3406194,3406195,Tithoës maculatus,Tithoës maculatus
139783,3976733,3976733,38217,Trigonidium ua,Trigonidium ua
4887152,4182822,4182822,905572,Trigonidium ua,Trigonidium ua
2542066,617845,617845,565828,Tripteroides,Tripteroides (genus in tribe Sabethini)
2695624,928019,928019,565828,Tripteroides,Tripteroides (genus in tribe Sabethini)
4023519,16692,16691,<NULL>,Tuckneraria,Tuckneraria
4768122,4063577,4063577,305904,Tuckneraria,Tuckneraria
4889203,4184876,4184876,4184857,Turanogryllus eous,Turanogryllus eous
4889216,4184889,4184889,4184857,Turanogryllus eöus,Turanogryllus eöus
2815813,2844640,2844640,2844641,Undula paraensis,Undula paraensis
2815830,2844657,2844657,2844641,Undula paraënsis,Undula paraënsis
2593300,721503,721503,451302,Uromyces aloes,Uromyces aloes
3816887,3845957,3845957,451302,Uromyces aloës,Uromyces aloës
4051379,1027112,1027111,<NULL>,Vandasia,Vandasia
4804798,4100339,4100339,723279,Vandasia,Vandasia
4018310,636591,636590,<NULL>,Verpatinia,Verpatinia
4745212,4040639,4040639,620522,Verpatinia,Verpatinia
238397,832513,832513,422198,Verrucaria chiloensis,Verrucaria chiloensis
3730004,3759040,3759040,422198,Verrucaria chiloënsis,Verrucaria chiloënsis
2314660,162723,162723,329893,Vitis wilsoniae,Vitis wilsoniae
4037624,162725,162723,<NULL>,Vitis wilsoniae,Vitis wilsoniae
4031862,1097847,1097846,<NULL>,Waltonia,Waltonia
4751265,4046700,4046700,51652,Waltonia,Waltonia
2261953,57369,57369,673334,White-sloanea,White-sloanea
3841670,3870767,3870767,524059,White-Sloanea,White-Sloanea
4181491,4281036,4281036,4281031,Xenochroma palimpaïs,Xenochroma palimpaïs
4514824,4281037,4281037,4281031,Xenochroma palimpais,Xenochroma palimpais
2304028,141525,141525,220241,Xerospermophilus perotensis,Xerospermophilus perotensis
4097612,141529,141525,<NULL>,Xerospermophilus perotensis,Xerospermophilus perotensis
327064,121776,121776,220241,Xerospermophilus spilosoma,Xerospermophilus spilosoma
4097610,121778,121776,<NULL>,Xerospermophilus spilosoma,Xerospermophilus spilosoma
2935367,2964206,2964206,161585,Xestoleberis yüchiae,Xestoleberis yüchiae
2935384,2964223,2964223,161585,Xestoleberis yuchiae,Xestoleberis yuchiae
3351157,3380050,3380050,968359,Xoës,Xoës
3370883,3399778,3399778,968359,Xoes,Xoes
3351158,3380051,3380051,3380050,Xoës egeria,Xoës egeria
3370886,3399781,3399781,3399778,Xoes egeria,Xoes egeria
2442585,418027,418027,737940,Zignoella,Zignoella
4759171,4054616,4054616,737940,Zignoëlla,Zignoëlla
